date,Price,Open,High,Low,Vol.,Change %,Close,Return_t,Return_next,Direction_next,Return_t-1,Return_t-2,ticker,category,title,description,impact_sign,impact_label,event_count,event_today,close,return,r_t_minus_1,r_t_minus_2,r_t_plus_1,y_next_up,volume,news_count,lex_hits_docs,has_news,has_lex_hits,simple_mean,simple_sum,simple_max,simple_min,simple_std,score_mean,score_sum,score_max,score_min,score_std,sum_pos_total,sum_neg_total,n_pos_total,n_neg_total,avg_coverage
2025-08-07,8.29,8.04,8.32,8.04,466.67K,3.24%,8.29,0.031865441,-0.003625382,0,0.003742986,0.005012542,,,,,0,neutral,0,0,8.29,0.031865441,0.003742986,0.005012542,-0.003625382,0,466.67K,2.0,1.0,True,True,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.25,-0.5,1.0,2.0,0.0137614678899082
2025-08-08,8.26,8.31,8.61,8.25,466.97K,-0.36%,8.26,-0.003625382,0.010836951,1,0.031865441,0.003742986,,,,,0,neutral,0,0,8.26,-0.003625382,0.031865441,0.003742986,0.010836951,1,466.97K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,8.35,8.27,8.37,8.25,256.22K,1.09%,8.35,0.010836951,-0.00841857,0,-0.003625382,0.031865441,,,,,0,neutral,0,0,8.35,0.010836951,-0.003625382,0.031865441,-0.00841857,0,256.22K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0080321285140562
2025-08-12,8.28,8.35,8.38,8.28,262.09K,-0.84%,8.28,-0.00841857,0.035590945,1,0.010836951,-0.003625382,,,,,0,neutral,0,0,8.28,-0.00841857,0.010836951,-0.003625382,0.035590945,1,262.09K,2.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,8.58,8.34,8.59,8.31,246.00K,3.62%,8.58,0.035590945,-0.01408474,0,-0.00841857,0.010836951,,,,,0,neutral,0,0,8.58,0.035590945,-0.00841857,0.010836951,-0.01408474,0,246.00K,2.0,1.0,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.25,-0.25,5.0,1.0,0.006514657980456
2025-08-14,8.46,8.58,8.58,8.42,377.26K,-1.40%,8.46,-0.01408474,-0.010695289,0,0.035590945,-0.00841857,,,,,0,neutral,0,0,8.46,-0.01408474,0.035590945,-0.00841857,-0.010695289,0,377.26K,6.0,5.0,True,True,0.5819382950312741,2.9096914751563707,0.7777777777777778,0.0,0.3323677491969578,0.6879219603260351,3.4396098016301755,0.9393939393939394,0.0,0.396456364910541,240.5,-33.25,462.0,102.0,0.0135078662610932
2025-08-18,8.37,8.5,8.5,8.26,1.36M,-1.06%,8.37,-0.010695289,-0.013229297,0,-0.01408474,0.035590945,,,,,0,neutral,0,0,8.37,-0.010695289,-0.01408474,0.035590945,-0.013229297,0,1.36M,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0087719298245614
2025-08-19,8.26,8.4,8.58,8.26,412.29K,-1.31%,8.26,-0.013229297,0.019185241,1,-0.010695289,-0.01408474,,,,,0,neutral,0,0,8.26,-0.013229297,-0.010695289,-0.01408474,0.019185241,1,412.29K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-20,8.42,8.27,8.43,8.27,101.89K,1.94%,8.42,0.019185241,0.00237248,1,-0.013229297,-0.010695289,,,,,0,neutral,0,0,8.42,0.019185241,-0.013229297,-0.010695289,0.00237248,1,101.89K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0080971659919028
2025-08-21,8.44,8.48,8.5,8.42,554.29K,0.24%,8.44,0.00237248,0.005906692,1,0.019185241,-0.013229297,,,,,0,neutral,0,0,8.44,0.00237248,0.019185241,-0.013229297,0.005906692,1,554.29K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-22,8.49,8.41,8.49,8.41,677.35K,0.59%,8.49,0.005906692,-0.01184848,0,0.00237248,0.019185241,,,,,0,neutral,0,0,8.49,0.005906692,0.00237248,0.019185241,-0.01184848,0,677.35K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,8.39,8.49,8.5,8.39,131.75K,-1.18%,8.39,-0.01184848,-0.022906366,0,0.005906692,0.00237248,,,,,0,neutral,0,0,8.39,-0.01184848,0.005906692,0.00237248,-0.022906366,0,131.75K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0089285714285714
2025-08-26,8.2,8.42,8.48,8.2,406.98K,-2.26%,8.2,-0.022906366,-0.009804,0,-0.01184848,0.005906692,,,,,0,neutral,0,0,8.2,-0.022906366,-0.01184848,0.005906692,-0.009804,0,406.98K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-27,8.12,8.22,8.28,8.1,217.91K,-0.98%,8.12,-0.009804,-0.004938282,0,-0.022906366,-0.01184848,,,,,0,neutral,0,0,8.12,-0.009804,-0.022906366,-0.01184848,-0.004938282,0,217.91K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-28,8.08,8.17,8.17,8.06,147.92K,-0.49%,8.08,-0.004938282,-0.012453461,0,-0.009804,-0.022906366,,,,,0,neutral,0,0,8.08,-0.004938282,-0.009804,-0.022906366,-0.012453461,0,147.92K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0087719298245614
2025-08-29,7.98,8.1,8.11,7.98,318.95K,-1.24%,7.98,-0.012453461,-0.026668247,0,-0.004938282,-0.009804,,,,,0,neutral,0,0,7.98,-0.012453461,-0.004938282,-0.009804,-0.026668247,0,318.95K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,7.77,7.98,8.0,7.65,512.07K,-2.63%,7.77,-0.026668247,-0.010349381,0,-0.012453461,-0.004938282,,,,,0,neutral,0,0,7.77,-0.026668247,-0.012453461,-0.004938282,-0.010349381,0,512.07K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-02,7.69,7.75,7.75,7.68,287.98K,-1.03%,7.69,-0.010349381,0.025675351,1,-0.026668247,-0.012453461,,,,,0,neutral,0,0,7.69,-0.010349381,-0.026668247,-0.012453461,0.025675351,1,287.98K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03,7.89,7.69,8.0,7.68,390.68K,2.60%,7.89,0.025675351,-0.007633625,0,-0.010349381,-0.026668247,,,,,0,neutral,0,0,7.89,0.025675351,-0.010349381,-0.026668247,-0.007633625,0,390.68K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-04,7.83,7.91,8.05,7.83,248.51K,-0.76%,7.83,-0.007633625,0.012690526,1,0.025675351,-0.010349381,SNG.RO,corporate_structure,Romgaz Trading SRL in Moldova approved,"EGM approves setting up Romgaz Trading SRL in Chișinău, Republic of Moldova.",1,positive,1,1,7.83,-0.007633625,0.025675351,-0.010349381,0.012690526,1,248.51K,2.0,1.0,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,-0.5,4.0,2.0,0.0044020542920029
2025-09-05,7.93,7.94,8.0,7.85,170.18K,1.28%,7.93,0.012690526,-0.00126183,0,-0.007633625,0.025675351,,,,,0,neutral,0,0,7.93,0.012690526,-0.007633625,0.025675351,-0.00126183,0,170.18K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08,7.92,7.93,7.99,7.88,70.02K,-0.13%,7.92,-0.00126183,-0.015267472,0,0.012690526,-0.007633625,,,,,0,neutral,0,0,7.92,-0.00126183,0.012690526,-0.007633625,-0.015267472,0,70.02K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-09,7.8,7.93,7.98,7.8,194.97K,-1.52%,7.8,-0.015267472,0.0,0,-0.00126183,0.012690526,SNG.RO,strategy_renewables,MoU with Electrica on renewables,Romgaz and Electrica sign a memorandum to develop up to 400 MW of renewables and storage.,1,positive,1,1,7.8,-0.015267472,-0.00126183,0.012690526,0.0,0,194.97K,2.0,1.0,True,True,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,2.75,-0.25,6.0,1.0,0.0119453924914675
2025-09-10,7.8,7.91,7.91,7.75,262.62K,0.00%,7.8,0.0,0.007662873,1,-0.015267472,-0.00126183,,,,,0,neutral,0,0,7.8,0.0,-0.015267472,-0.00126183,0.007662873,1,262.62K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-11,7.86,7.84,7.88,7.8,104.00K,0.77%,7.86,0.007662873,0.005076153,1,0.0,-0.015267472,SNG.RO,project_Iernut,Decision to terminate Iernut CCGT contract,Board agrees to terminate the Iernut CCGT construction contract due to contractor non-compliance.,1,positive,1,1,7.86,0.007662873,0.0,-0.015267472,0.005076153,1,104.00K,4.0,2.0,True,True,0.2777777777777778,0.5555555555555556,0.5555555555555556,0.0,0.3928371006591931,0.3431372549019608,0.6862745098039216,0.6862745098039216,0.0,0.4852693596378267,11.0,-2.25,29.0,9.0,0.008364954886584
2025-09-12,7.9,7.87,7.91,7.85,260.82K,0.51%,7.9,0.005076153,0.002528446,1,0.007662873,0.0,,,,,0,neutral,0,0,7.9,0.005076153,0.007662873,0.0,0.002528446,1,260.82K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15,7.92,7.88,7.92,7.84,187.47K,0.25%,7.92,0.002528446,-0.010152371,0,0.005076153,0.007662873,,,,,0,neutral,0,0,7.92,0.002528446,0.005076153,0.007662873,-0.010152371,0,187.47K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0087719298245614
2025-09-16,7.84,7.92,8.0,7.84,189.70K,-1.01%,7.84,-0.010152371,0.010152371,1,0.002528446,0.005076153,,,,,0,neutral,0,0,7.84,-0.010152371,0.002528446,0.005076153,0.010152371,1,189.70K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-17,7.92,7.95,7.95,7.86,162.20K,1.02%,7.92,0.010152371,0.003780723,1,-0.010152371,0.002528446,,,,,0,neutral,0,0,7.92,0.010152371,-0.010152371,0.002528446,0.003780723,1,162.20K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-18,7.95,7.94,7.98,7.92,119.63K,0.38%,7.95,0.003780723,0.003766483,1,0.010152371,-0.010152371,SNG.RO,financing_EMTN,Updated EMTN base prospectus approved,Board approves updating the EMTN base prospectus and filing it to the Luxembourg regulator.,1,positive,1,1,7.95,0.003780723,0.010152371,-0.010152371,0.003766483,1,119.63K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-19,7.98,7.95,8.1,7.95,134.70K,0.38%,7.98,0.003766483,0.030847603,1,0.003780723,0.010152371,,,,,0,neutral,0,0,7.98,0.003766483,0.003780723,0.010152371,0.030847603,1,134.70K,4.0,2.0,True,True,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.2357022603955158,0.75,-0.5,2.0,2.0,0.0079195338168743
2025-09-22,8.23,8.0,8.27,8.0,614.14K,3.13%,8.23,0.030847603,-0.025847593,0,0.003766483,0.003780723,SNG.RO,digitalization,Digital well monitoring contract with Weatherford,"Romgaz signs an eight-year contract for a cloud-based, AI-supported well monitoring system.",-1,negative,1,1,8.23,0.030847603,0.003766483,0.003780723,-0.025847593,0,614.14K,4.0,2.0,True,True,0.375,0.75,0.75,0.0,0.5303300858899106,0.4090909090909091,0.8181818181818182,0.8181818181818182,0.0,0.5785419118799026,2.75,-0.5,8.0,2.0,0.0119889953642551
2025-09-23,8.02,8.23,8.25,8.02,330.28K,-2.55%,8.02,-0.025847593,0.034317093,1,0.030847603,0.003766483,,,,,0,neutral,0,0,8.02,-0.025847593,0.030847603,0.003766483,0.034317093,1,330.28K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-24,8.3,8.16,8.35,8.1,503.97K,3.49%,8.3,0.034317093,0.013165959,1,-0.025847593,0.030847603,,,,,0,neutral,0,0,8.3,0.034317093,-0.025847593,0.030847603,0.013165959,1,503.97K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-25,8.41,8.32,8.48,8.32,283.12K,1.33%,8.41,0.013165959,0.004744967,1,0.034317093,-0.025847593,,,,,0,neutral,0,0,8.41,0.013165959,0.034317093,-0.025847593,0.004744967,1,283.12K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.008130081300813
2025-09-26,8.45,8.42,8.46,8.41,168.28K,0.48%,8.45,0.004744967,0.003544008,1,0.013165959,0.034317093,,,,,0,neutral,0,0,8.45,0.004744967,0.013165959,0.034317093,0.003544008,1,168.28K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29,8.48,8.45,8.48,8.39,253.09K,0.36%,8.48,0.003544008,0.003531493,1,0.004744967,0.013165959,,,,,0,neutral,0,0,8.48,0.003544008,0.004744967,0.013165959,0.003531493,1,253.09K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0088495575221238
2025-09-30,8.51,8.49,8.51,8.33,879.68K,0.35%,8.51,0.003531493,-0.005892769,0,0.003544008,0.004744967,,,,,0,neutral,0,0,8.51,0.003531493,0.003544008,0.004744967,-0.005892769,0,879.68K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,8.46,8.5,8.52,8.46,101.57K,-0.59%,8.46,-0.005892769,0.007067167,1,0.003531493,0.003544008,,,,,0,neutral,0,0,8.46,-0.005892769,0.003531493,0.003544008,0.007067167,1,101.57K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02,8.52,8.49,8.57,8.45,147.64K,0.71%,8.52,0.007067167,0.012828164,1,-0.005892769,0.003531493,,,,,0,neutral,0,0,8.52,0.007067167,-0.005892769,0.003531493,0.012828164,1,147.64K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03,8.63,8.54,8.64,8.5,182.61K,1.29%,8.63,0.012828164,0.003470217,1,0.007067167,-0.005892769,,,,,0,neutral,0,0,8.63,0.012828164,0.007067167,-0.005892769,0.003470217,1,182.61K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-06,8.66,8.64,8.66,8.48,189.84K,0.35%,8.66,0.003470217,-0.003470217,0,0.012828164,0.007067167,,,,,0,neutral,0,0,8.66,0.003470217,0.012828164,0.007067167,-0.003470217,0,189.84K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-07,8.63,8.65,8.65,8.6,228.55K,-0.35%,8.63,-0.003470217,-0.002320187,0,0.003470217,0.012828164,,,,,0,neutral,0,0,8.63,-0.003470217,0.003470217,0.012828164,-0.002320187,0,228.55K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-08,8.61,8.59,8.64,8.57,99.43K,-0.23%,8.61,-0.002320187,-0.001162115,0,-0.003470217,0.003470217,,,,,0,neutral,0,0,8.61,-0.002320187,-0.003470217,0.003470217,-0.001162115,0,99.43K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-09,8.6,8.61,8.64,8.56,164.17K,-0.12%,8.6,-0.001162115,0.001162115,1,-0.002320187,-0.003470217,,,,,0,neutral,0,0,8.6,-0.001162115,-0.002320187,-0.003470217,0.001162115,1,164.17K,2.0,1.0,True,True,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.6862745098039216,0.6862745098039216,0.6862745098039216,0.6862745098039216,0.0,10.75,-2.0,28.0,8.0,0.010371650821089
2025-10-10,8.61,8.6,8.64,8.56,186.79K,0.12%,8.61,0.001162115,-0.001162115,0,-0.001162115,-0.002320187,,,,,0,neutral,0,0,8.61,0.001162115,-0.001162115,-0.002320187,-0.001162115,0,186.79K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,8.6,8.56,8.61,8.52,397.84K,-0.12%,8.6,-0.001162115,-0.001163467,0,0.001162115,-0.001162115,SNG.RO,project_Iernut,Iernut CCGT contract effectively terminated,The Iernut CCGT design and construction contract officially ends after the earlier termination decision.,-1,negative,1,1,8.6,-0.001162115,0.001162115,-0.001162115,-0.001163467,0,397.84K,4.0,2.0,True,True,0.25,0.5,0.5,0.0,0.3535533905932738,0.25,0.5,0.5,0.0,0.3535533905932738,1.0,-0.5,4.0,2.0,0.0108612936700103
2025-10-14,8.59,8.6,8.62,8.57,147.24K,-0.12%,8.59,-0.001163467,0.002325582,1,-0.001162115,0.001162115,,,,,0,neutral,0,0,8.59,-0.001163467,-0.001162115,0.001162115,0.002325582,1,147.24K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-15,8.61,8.6,8.63,8.59,172.69K,0.23%,8.61,0.002325582,0.002320187,1,-0.001163467,-0.001162115,,,,,0,neutral,0,0,8.61,0.002325582,-0.001163467,-0.001162115,0.002320187,1,172.69K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-16,8.63,8.61,8.65,8.48,595.89K,0.23%,8.63,0.002320187,0.008078521,1,0.002325582,-0.001163467,SNG.RO,litigation_EU,Action filed at CJEU on CO₂ rules,Romgaz brings an action before the EU Court of Justice challenging new EU rules on CO₂ storage obligations.,1,positive,1,1,8.63,0.002320187,0.002325582,-0.001163467,0.008078521,1,595.89K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17,8.7,8.65,8.71,8.62,353.79K,0.81%,8.7,0.008078521,0.002296212,1,0.002320187,0.002325582,,,,,0,neutral,0,0,8.7,0.008078521,0.002320187,0.002325582,0.002296212,1,353.79K,2.0,1.0,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,2.5,-0.5,10.0,2.0,0.0108010801080108
2025-10-20,8.72,8.7,8.74,8.64,249.94K,0.23%,8.72,0.002296212,0.029380644,1,0.008078521,0.002320187,,,,,0,neutral,0,0,8.72,0.002296212,0.008078521,0.002320187,0.029380644,1,249.94K,6.0,3.0,True,True,0.0888888888888888,0.2666666666666666,0.6,-0.3333333333333333,0.4729732589731725,0.1352657004830917,0.4057971014492753,0.7391304347826086,-0.3333333333333333,0.5488781656941251,5.5,-1.5,14.0,6.0,0.0103207390371159
2025-10-21,8.98,8.72,8.98,8.71,280.70K,2.98%,8.98,0.029380644,0.025289968,1,0.002296212,0.008078521,,,,,0,neutral,0,0,8.98,0.029380644,0.002296212,0.008078521,0.025289968,1,280.70K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0087336244541484
2025-10-22,9.21,8.99,9.25,8.98,356.30K,2.56%,9.21,0.025289968,0.01615544,1,0.029380644,0.002296212,SNG.RO,ESG_strategy,Decarbonization Strategy approved,Board approves the company’s decarbonization strategy aligned with European climate objectives.,1,positive,1,1,9.21,0.025289968,0.029380644,0.002296212,0.01615544,1,356.30K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-23,9.36,9.26,9.71,9.26,911.17K,1.63%,9.36,0.01615544,0.014846508,1,0.025289968,0.029380644,,,,,0,neutral,0,0,9.36,0.01615544,0.025289968,0.029380644,0.014846508,1,911.17K,4.0,2.0,True,True,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.2020305089104421,0.125,0.25,0.25,0.0,0.1767766952966369,2.75,-1.75,10.0,6.0,0.0115836964134656
2025-10-24,9.5,9.41,9.59,9.39,351.50K,1.50%,9.5,0.014846508,0.027000602,1,0.01615544,0.025289968,SNG.RO,rating,Fitch rating review,Fitch again confirms the BBB- rating with negative outlook for Romgaz.,1,positive,1,1,9.5,0.014846508,0.01615544,0.025289968,0.027000602,1,351.50K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,9.76,9.64,9.76,9.61,480.63K,2.74%,9.76,0.027000602,0.024292693,1,0.014846508,0.01615544,,,,,0,neutral,0,0,9.76,0.027000602,0.014846508,0.01615544,0.024292693,1,480.63K,4.0,3.0,True,True,-0.3333333333333333,-1.0,1.0,-1.0,1.1547005383792517,-0.3333333333333333,-1.0,1.0,-1.0,1.1547005383792517,1.25,-1.25,5.0,5.0,0.0169639357757694
2025-10-28,10.0,9.76,10.18,9.76,1.15M,2.46%,10.0,0.024292693,-0.015113638,0,0.027000602,0.014846508,SNG.RO,financing_EMTN,Second EMTN bond issue subscribed,"Romgaz prices a 500m EUR, six-year bond with 4.625% coupon under its EMTN programme.",-1,negative,1,1,10.0,0.024292693,0.027000602,0.014846508,-0.015113638,0,1.15M,6.0,3.0,True,True,0.3864468864468864,1.1593406593406592,0.9285714285714286,0.0,0.4834644494146017,0.4047924689773214,1.2143774069319642,0.951219512195122,0.0,0.4911719704547408,13.25,-2.25,36.0,7.0,0.0141825680204003
2025-10-29,9.85,10.0,10.0,9.65,609.74K,-1.50%,9.85,-0.015113638,-0.01534557,0,0.024292693,0.027000602,,,,,0,neutral,0,0,9.85,-0.015113638,0.024292693,0.027000602,-0.01534557,0,609.74K,4.0,1.0,True,True,0.8,0.8,0.8,0.8,0.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.0,4.5,-0.25,9.0,1.0,0.02
2025-10-30,9.7,9.85,9.85,9.51,250.85K,-1.52%,9.7,-0.01534557,-0.014538158,0,-0.015113638,0.024292693,,,,,0,neutral,0,0,9.7,-0.01534557,-0.015113638,0.024292693,-0.014538158,0,250.85K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,9.56,9.69,9.7,9.56,291.96K,-1.44%,9.56,-0.014538158,0.013506699,1,-0.01534557,-0.015113638,,,,,0,neutral,0,0,9.56,-0.014538158,-0.01534557,-0.015113638,0.013506699,1,291.96K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0087336244541484
2025-11-03,9.69,9.65,9.7,9.54,263.39K,1.36%,9.69,0.013506699,-0.0062112,0,-0.014538158,-0.01534557,,,,,0,neutral,0,0,9.69,0.013506699,-0.014538158,-0.01534557,-0.0062112,0,263.39K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-04,9.63,9.7,9.7,9.62,379.79K,-0.62%,9.63,-0.0062112,0.0062112,1,0.013506699,-0.014538158,,,,,0,neutral,0,0,9.63,-0.0062112,0.013506699,-0.014538158,0.0062112,1,379.79K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-05,9.69,9.64,9.69,9.64,118.86K,0.62%,9.69,0.0062112,0.00103146,1,-0.0062112,0.013506699,,,,,0,neutral,0,0,9.69,0.0062112,-0.0062112,0.013506699,0.00103146,1,118.86K,2.0,1.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,1.0,1.0,0.0043859649122807
2025-11-06,9.7,9.69,9.75,9.64,413.76K,0.10%,9.7,0.00103146,-0.002063984,0,0.0062112,-0.0062112,,,,,0,neutral,0,0,9.7,0.00103146,0.0062112,-0.0062112,-0.002063984,0,413.76K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,9.68,9.7,9.72,9.62,206.16K,-0.21%,9.68,-0.002063984,0.001032525,1,0.00103146,0.0062112,,,,,0,neutral,0,0,9.68,-0.002063984,0.00103146,0.0062112,0.001032525,1,206.16K,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
